system:index,B11,B12,B5,B6,B7,B8,Blue,Green,MSK_CLDPRB,MSK_SNWPRB,Red,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,cirrus,cirrus_scl,class,cloud_shadow,dark_pixel,date,hi_prob_cloud,low_prob_cloud,med_prob_cloud,mission,opaque,snow_ice,system:time_start,vol_init,water,.geo
0000000000000000192c,3875,3438,0.26,0.256,0.27425,0.29510000000000003,0.11645,0.15795,0,0,0.22955,0.06870000000000001,0.38750000000000007,0.3438,0.11645,0.15795,0.22955,0.26,0.256,0.27425,0.29510000000000003,0.2863,0.1637,0,0,shorelineContamination,0,0,2019-06-06,0,0,0,SEN2,0,0,2019-06-06T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.54678691463837,46.920890834884254]}"
0000000000000000192d,3587,3397.5,0.21785,0.2634,0.2649,0.27715,0.0993,0.1351,0,0,0.1859,0.06870000000000001,0.3587,0.33975,0.0993,0.1351,0.1859,0.21785,0.2634,0.2649,0.27715,0.2878,0.1637,0,0,shorelineContamination,0,0,2019-06-06,0,0,0,SEN2,0,0,2019-06-06T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.54672002812256,46.920609911517886]}"
0000000000000000192e,4097,3715,0.23175,0.25725,0.28115,0.2672,0.1102,0.14200000000000002,0,0,0.192,0.07200000000000001,0.40970000000000006,0.37150000000000005,0.1102,0.14200000000000002,0.192,0.23175,0.25725,0.28115,0.2672,0.27780000000000005,0.207,0,0,shorelineContamination,0,0,2019-06-06,0,0,0,SEN2,0,0,2019-06-06T00:00:00Z,LRCP,0,"{""type"":""Point"",""coordinates"":[-90.54667989621309,46.920333447252574]}"
0000000000000000192f,1183.5,1132,0.0956,0.0804,0.08095,0.06130000000000001,0.05695,0.08430000000000001,4,0,0.09945,0.07200000000000001,0.11835,0.1132,0.05695,0.08430000000000001,0.09945,0.0956,0.0804,0.08095,0.06130000000000001,0.07555,0.207,0,0,shorelineContamination,0,0,2019-06-06,0,0,0,SEN2,0,0,2019-06-06T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.54643018655409,46.91996780096619]}"
00000000000000001930,298.5,216,0.05755,0.01345,0.0198,0.0206,0.05085,0.0743,0,0,0.07575000000000001,0.05555,0.02985,0.0216,0.05085,0.0743,0.07575000000000001,0.05755,0.01345,0.0198,0.0206,0.00665,0.07585,0,0,shorelineContamination,0,0,2019-06-06,0,0,0,SEN2,0,0,2019-06-06T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.54632316812881,46.91961553198296]}"
00000000000000001931,210,193,0.0806,0.0557,0.0479,0.0397,0.063,0.0931,0,0,0.0741,0.0512,0.021,0.0193,0.063,0.0931,0.0741,0.0806,0.0557,0.0479,0.0397,0.042,0.0266,0,0,other,0,0,2019-06-06,0,0,0,SEN2,0,0,2019-06-06T00:00:00Z,LRCP,1,"{""type"":""Point"",""coordinates"":[-90.89303611143845,46.61417602802403]}"
00000000000000001233,1880,1796,0.34890000000000004,0.3397,0.328,0.3567,0.3942,0.3682,100,0,0.3552,0.3933,0.188,0.1796,0.3942,0.3682,0.3552,0.34890000000000004,0.3397,0.328,0.3567,0.333,0.32630000000000003,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-92.04482637264456,46.75282731617988]}"
00000000000000001234,2456,2067,0.4574,0.4454,0.4357,0.4486,0.5677,0.4995,100,0,0.4693,0.61240000000000006,0.2456,0.2067,0.5677,0.4995,0.4693,0.4574,0.4454,0.4357,0.4486,0.4247,0.411,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.99470161770279,46.741064207600886]}"
00000000000000001235,3494,2916,0.4673000000000001,0.4519,0.4422,0.5275000000000001,0.5791000000000001,0.5165000000000001,100,0,0.4807,0.5024000000000001,0.34940000000000004,0.2916,0.5791000000000001,0.5165000000000001,0.4807,0.4673000000000001,0.4519,0.4422,0.5275000000000001,0.4246,0.4259,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-92.02353862421542,46.72976930463251]}"
00000000000000001236,4494,3663,0.6911,0.6561,0.6402,0.7408,0.8536,0.7537,100,0,0.7051000000000001,0.7635000000000001,0.4494,0.3663,0.8536,0.7537,0.7051000000000001,0.6911,0.6561,0.6402,0.7408,0.6144000000000001,0.5828,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.84638299846307,46.70717058049365]}"
00000000000000001237,2416,2002,0.4074,0.3839,0.3722,0.4155,0.525,0.4595,100,0,0.4249,0.5441,0.2416,0.2002,0.525,0.4595,0.4249,0.4074,0.3839,0.3722,0.4155,0.3523,0.3567,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.7900779294612,46.72129701263096]}"
00000000000000001238,1774,1763,0.2987,0.2936,0.2863,0.3023,0.3497,0.31370000000000003,100,0,0.302,0.3584,0.1774,0.1763,0.3497,0.31370000000000003,0.302,0.2987,0.2936,0.2863,0.3023,0.2828,0.33680000000000004,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.41783663262059,46.96646284765047]}"
00000000000000001239,3580.5,3362.5,0.5518500000000001,0.53755,0.52215,0.5754,0.62705,0.57465,100,0,0.5573,0.6246,0.35805,0.33625000000000005,0.62705,0.57465,0.5573,0.5518500000000001,0.53755,0.52215,0.5754,0.50915,0.56505,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.43397411933302,46.9418530689365]}"
0000000000000000123a,2323,2176,0.40295,0.38860000000000006,0.3731,0.43955,0.5093,0.44875,100,0,0.41545,0.4679,0.2323,0.2176,0.5093,0.44875,0.41545,0.40295,0.38860000000000006,0.3731,0.43955,0.35650000000000004,0.41915,0,0,cloud,0,0,2019-11-11,1,0,0,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.44187118729867,46.92145714071804]}"
0000000000000000123b,1714,1692,0.25020000000000003,0.2441,0.2434,0.2493,0.28450000000000003,0.2614,75,0,0.253,0.2952,0.1714,0.16920000000000002,0.28450000000000003,0.2614,0.253,0.25020000000000003,0.2441,0.2434,0.2493,0.236,0.29410000000000003,0,0,cloud,0,0,2019-11-11,0,0,1,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.51980289640974,46.96950841366998]}"
0000000000000000123c,1684,1678,0.2427,0.2375,0.2326,0.2496,0.28340000000000004,0.2564,71,0,0.2463,0.2821,0.16840000000000002,0.1678,0.28340000000000004,0.2564,0.2463,0.2427,0.2375,0.2326,0.2496,0.2257,0.2838,0,0,cloud,0,0,2019-11-11,0,0,1,SEN2,1,0,2019-11-11T00:00:00Z,JFL,0,"{""type"":""Point"",""coordinates"":[-91.55276457139682,46.94513496731184]}"
000000000000000002be,4909,4020,0.7002,0.6899000000000001,0.6912,0.7016,0.6875,0.6971,100,0,0.6904,0.6688000000000001,0.4909,0.402,0.6875,0.6971,0.6904,0.7002,0.6899000000000001,0.6912,0.7016,0.6831,0.6717000000000001,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.99710507317059,46.77675485243267]}"
000000000000000002bf,2933,2340,0.4799000000000001,0.4669,0.4666,0.4743,0.4647,0.4703,100,0,0.4693,0.4599,0.2933,0.234,0.4647,0.4703,0.4693,0.4799000000000001,0.4669,0.4666,0.4743,0.4618,0.5004000000000001,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.96345669662131,46.81788560054965]}"
000000000000000002c0,4931,3584,0.6369,0.6236,0.6242,0.6408,0.6125,0.6239,100,0,0.6289,0.5991000000000001,0.4931,0.3584,0.6125,0.6239,0.6289,0.6369,0.6236,0.6242,0.6408,0.6263000000000001,0.5133,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.7000130063837,46.80041930172331]}"
000000000000000002c1,3907.5,2435.5,0.7781,0.7560500000000001,0.7528,0.7461,0.8577000000000001,0.81735,100,0,0.7756000000000001,0.91465,0.39075,0.24355,0.8577000000000001,0.81735,0.7756000000000001,0.7781,0.7560500000000001,0.7528,0.7461,0.7369,0.67835,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.60045019806236,46.794310333280094]}"
000000000000000002c2,3258,2849.5,0.3734,0.3685000000000001,0.3729,0.38885,0.4468,0.42405,100,0,0.37115,0.4559,0.32667500000000005,0.285175,0.41865,0.4048250000000001,0.358675,0.3643,0.361975,0.367425,0.38405,0.362075,0.356825,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.6282616113327,46.85937753585197]}"
000000000000000002c3,4514,2800,0.7923,0.76095,0.7430000000000001,0.7576,0.9159,0.857,100,0,0.80345,0.95725,0.4514,0.28,0.9159,0.857,0.80345,0.7923,0.76095,0.7430000000000001,0.7576,0.7221500000000001,0.71855,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.52581822373084,46.890417338285]}"
000000000000000002c4,3630,2230,0.6419,0.6121,0.5968,0.6122000000000001,0.7518,0.6980000000000001,100,0,0.6452,0.8048000000000001,0.363,0.223,0.7518,0.6980000000000001,0.6452,0.6419,0.6121,0.5968,0.6122000000000001,0.5762,0.5744,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.44479635758974,46.96638258383151]}"
000000000000000002c5,2852,2419,0.3842,0.3702,0.3651,0.368,0.448,0.4191,100,0,0.3884,0.4781,0.2852,0.2419,0.448,0.4191,0.3884,0.3842,0.3702,0.3651,0.368,0.3563,0.4199,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.48631504749837,47.09234327038924]}"
000000000000000002c6,2751,2517,0.33380000000000004,0.3178,0.3173,0.3153,0.3977,0.3615,100,0,0.3351,0.4165,0.2751,0.25170000000000003,0.3977,0.3615,0.3351,0.33380000000000004,0.3178,0.3173,0.3153,0.3052,0.3696,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.37027140168348,47.11104028110635]}"
000000000000000002c7,3166,1831,0.7324,0.6937,0.685,0.6816,0.889,0.807,100,0,0.7325,1.0052,0.3166,0.1831,0.889,0.807,0.7325,0.7324,0.6937,0.685,0.6816,0.6523,0.7264,0,0,cloud,0,0,2019-10-02,1,0,0,SEN2,1,0,2019-10-02T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.54585742386503,46.7738296821416]}"
000000000000000002d2,1,5,6.000000000000001e-4,0.0021,0.0016,8e-4,0.0154,0.0114,0,0,0.001,0.0218,1e-4,5e-4,0.0154,0.0114,0.001,6.000000000000001e-4,0.0021,0.0016,8e-4,1e-4,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.47150391155306,46.678837452400046]}"
000000000000000002d4,2.5,4,0.0022,0.00195,0.0027,0.0018,0.01915,0.01115,0,0,0.00305,0.02595,2.5e-4,4.25e-4,0.019325,0.011275,0.003175,0.00255,0.002175,0.0028,0.00185,0.00115,2.75e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.34241293605578,46.84769469109194]}"
000000000000000002d5,3.5,4.5,0.00225,0.0022,0.00215,0.00145,0.0186,0.00955,0,0,0.00235,0.02475,3.5000000000000005e-4,4.5e-4,0.0186,0.00955,0.00235,0.00225,0.0022,0.00215,0.00145,0.0011,6.000000000000001e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.19409877591713,46.84722648548133]}"
000000000000000002d7,3.5,6.5,0.00105,0.0016,0.00175,9.5e-4,0.0173,0.0095,0,0,0.0023,0.0239,3.5000000000000005e-4,6.5e-4,0.0173,0.0095,0.0023,0.00105,0.0016,0.00175,9.5e-4,0.0012,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.2761774490079,47.18456639837661]}"
000000000000000002db,8,3,0.00185,0.0015,0.00165,0.0012,0.01735,0.01115,0,0,0.00285,0.0261,8e-4,3.0000000000000003e-4,0.01735,0.01115,0.00285,0.00185,0.0015,0.00165,0.0012,0.00165,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.30879577321386,47.096757780432156]}"
000000000000000002e1,3,11,0.0026,0.0024,0.0037,0.0016,0.0222,0.0263,0,0,0.0046,0.022,3.0000000000000003e-4,0.0011,0.0222,0.0263,0.0046,0.0026,0.0024,0.0037,0.0016,0.0014,1e-4,0,0,offShoreSediment,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.46050776835524,46.57815095061324]}"
000000000000000002e6,877,694,0.0942,0.0823,0.0838,0.06430000000000001,0.0492,0.0661,0,0,0.0781,0.0426,0.0877,0.0694,0.0492,0.0661,0.0781,0.0942,0.0823,0.0838,0.06430000000000001,0.0829,0.1235,0,0,shorelineContamination,0,1,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.43465835954842,46.56220966434717]}"
000000000000000002e7,1756,1445,0.15910000000000002,0.151,0.149,0.1671,0.101,0.1181,9,0,0.16140000000000002,0.0598,0.1756,0.14450000000000002,0.101,0.1181,0.16140000000000002,0.15910000000000002,0.151,0.149,0.1671,0.1689,0.157,0,0,shorelineContamination,0,0,2020-06-27,0,1,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.43542086582856,46.562236418953496]}"
000000000000000002e8,2472,1930,0.2064,0.1992,0.1936,0.2314,0.1333,0.1535,0,0,0.2037,0.0734,0.2472,0.193,0.1333,0.1535,0.2037,0.2064,0.1992,0.1936,0.2314,0.2347,0.1854,0,0,shorelineContamination,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.43608527188552,46.562370191985096]}"
000000000000000002e9,1618,1359,0.1879,0.1615,0.1719,0.1849,0.1104,0.1315,22,0,0.1804,0.08020000000000001,0.1618,0.1359,0.1104,0.1315,0.1804,0.1879,0.1615,0.1719,0.1849,0.1636,0.2181,0,0,shorelineContamination,0,0,2020-06-27,0,0,1,SEN2,0,0,2020-06-27T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.43670508693195,46.562557474229344]}"
000000000000000002eb,67.5,65,0.04315,0.03715,0.04235,0.0197,0.0275,0.0542,0,0,0.06595000000000001,0.03,0.00675,0.0065,0.0275,0.0542,0.06595000000000001,0.04315,0.03715,0.04235,0.0197,0.0275,0.0032,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.35299884195666,46.6100602777517]}"
000000000000000002ec,170,95,0.0711,0.0873,0.08370000000000001,0.0082,0.0189,0.0363,0,0,0.0495,0.0377,0.017,0.0095,0.0189,0.0363,0.0495,0.0711,0.0873,0.08370000000000001,0.0082,0.0927,0.002,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.49787949428418,46.59493054787736]}"
000000000000000002ed,44,43,0.0163,0.0119,0.0124,0.0054,0.0221,0.0267,0,0,0.0128,0.0377,0.0044,0.0043,0.0221,0.0267,0.0128,0.0163,0.0119,0.0124,0.0054,0.0099,0.002,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.4982986497832,46.59508661641423]}"
000000000000000002ee,84,60,0.0209,0.01715,0.02755,0.0153,0.03025,0.0285,0,0,0.01665,0.0262,0.0084,0.006,0.03025,0.0285,0.01665,0.0209,0.01715,0.02755,0.0153,0.01345,0.00195,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.31817326272926,46.62605507323041]}"
000000000000000002ef,35,45,0.0155,0.01225,0.00955,0.0129,0.02955,0.02895,0,0,0.0109,0.03,0.0035,0.0045,0.02955,0.02895,0.0109,0.0155,0.01225,0.00955,0.0129,0.0086,0.0032,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.35283385521771,46.610145000671714]}"
000000000000000002f0,1382,1044,0.23,0.2288,0.2109,0.207,0.0888,0.1005,39,0,0.2134,0.0403,0.13820000000000002,0.1044,0.0888,0.1005,0.2134,0.23,0.2288,0.2109,0.207,0.1791,0.0585,0,0,other,0,0,2020-06-27,0,0,1,SEN2,0,0,2020-06-27T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.13143948791411,47.267982801783425]}"
000000000000000002f1,1350,1081,0.1849,0.1849,0.1738,0.1701,0.0589,0.0731,13,0,0.17,0.0396,0.135,0.1081,0.0589,0.0731,0.17,0.1849,0.1849,0.1738,0.1701,0.1511,0.0607,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.13212618947634,47.26786686515603]}"
000000000000000002f2,1454,1101,0.2197,0.2242,0.2056,0.1913,0.06380000000000001,0.08070000000000001,15,0,0.1985,0.0406,0.1454,0.1101,0.06380000000000001,0.08070000000000001,0.1985,0.2197,0.2242,0.2056,0.1913,0.1812,0.0479,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.13285302294804,47.267782142236015]}"
000000000000000002f3,1232,894,0.2213,0.2172,0.204,0.1896,0.0792,0.0928,34,0,0.2028,0.0397,0.1232,0.08940000000000001,0.0792,0.0928,0.2028,0.2213,0.2172,0.204,0.1896,0.1776,0.0531,0,0,other,0,0,2020-06-27,0,0,1,SEN2,0,0,2020-06-27T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.1336244474303,47.26769296021496]}"
000000000000000002f4,1080,727,0.1467,0.1541,0.1396,0.1239,0.0514,0.0608,7,0,0.1183,0.0437,0.108,0.0727,0.0514,0.0608,0.1183,0.1467,0.1541,0.1396,0.1239,0.1202,0.025,0,0,other,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.1344003310136,47.26757702358757]}"
00000000000000000b5e,7,2.5,0.0031,0.00285,0.00275,0.00205,0.0193,0.0119,0,0,0.0037,0.026625,7.250000000000001e-4,2.5e-4,0.01955,0.01205,0.0038,0.0035,0.003075,0.002825,0.002125,0.002175,4.5e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.33464518202068,46.842865484651064]}"
00000000000000000b5f,1,9,2e-4,7e-4,3.0000000000000003e-4,3.0000000000000003e-4,0.0147,0.0089,0,0,2e-4,0.0201,1e-4,9.000000000000001e-4,0.0147,0.0089,2e-4,2e-4,7e-4,3.0000000000000003e-4,3.0000000000000003e-4,3.0000000000000003e-4,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.40399758070492,46.800111623750624]}"
00000000000000000b60,3.5,1,0.00265,0.0023,0.0029,0.00145,0.0182,0.0113,0,0,0.0032,0.02555,3.5000000000000005e-4,1e-4,0.0182,0.0113,0.0032,0.00265,0.0023,0.0029,0.00145,0.0014,7.000000000000001e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.30855498175697,46.79305732588407]}"
00000000000000000b61,12,9,0.0054,0.0047,0.005,0.0042,0.0238,0.0144,0,0,0.0056,0.0316,0.0012,9.000000000000001e-4,0.0238,0.0144,0.0056,0.0054,0.0047,0.005,0.0042,0.0028,0.0014,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.19594484375325,46.75779029565236]}"
00000000000000000b62,5,7,0.0033,0.00345,0.00305,0.0023,0.0191,0.01255,0,0,0.00345,0.02745,5e-4,7.000000000000001e-4,0.0191,0.01255,0.00345,0.0033,0.00345,0.00305,0.0023,0.00205,7.5e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.26392383931304,46.712610683778856]}"
00000000000000000b63,3,10,8e-4,4e-4,0.0015,2e-4,0.0155,0.0092,0,0,5e-4,0.0209,3.0000000000000003e-4,0.001,0.0155,0.0092,5e-4,8e-4,4e-4,0.0015,2e-4,4e-4,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.44588191689995,46.70790187306641]}"
00000000000000000b64,7,1,0.00135,0.0015,0.00125,0.00115,0.01755,0.0107,0,0,0.00215,0.02425,7.000000000000001e-4,1e-4,0.01755,0.0107,0.00215,0.00135,0.0015,0.00125,0.00115,0.00125,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.26123054227675,47.12503294021206]}"
00000000000000000b67,6,6.5,0.00185,0.0016,0.00155,0.0017,0.01925,0.0118,0,0,0.00255,0.0259,6.000000000000001e-4,6.5e-4,0.01925,0.0118,0.00254999999999999,0.00185,0.0016,0.00155,0.0017,0.00135,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.29556116128722,46.99077832569491]}"
00000000000000000b68,1.5,2.5,0.00195,0.002,0.00165,0.0013,0.01625,0.0086,0,0,0.00215,0.0236,1.5e-4,2.5e-4,0.01625,0.0086,0.00215,0.00195,0.002,0.00165,0.0013,0.0014,7.5e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.14116924641272,46.905805696020444]}"
00000000000000000b69,7,4,0.0016,0.00165,0.0022,0.0016,0.0184,0.0116,0,0,0.00295,0.026,7.000000000000001e-4,4e-4,0.0184,0.0116,0.00295,0.0016,0.00165,0.0022,0.0016,0.0012,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.33068104118416,46.93722452204302]}"
00000000000000000b6a,3,4,0.00225,0.002,0.00305,0.00155,0.018,0.0109,0,0,0.0025,0.02505,3.0000000000000003e-4,4.25e-4,0.01819999999999999,0.01105,0.00265,0.0026,0.002225,0.003125,0.0016,0.0017,4.5e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.29635042217369,46.87858734319021]}"
00000000000000000b6b,4.5,10,0.0015,0.00165,0.0019,0.0015,0.01815,0.01135,0,0,0.002,0.0248,4.5e-4,0.001,0.01815,0.01135,0.002,0.0015,0.00165,0.0019,0.0015,0.00205,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.30931748803711,47.11125431795692]}"
00000000000000000b6c,1.5,6.5,0.0014,0.0013,0.0016,0.00125,0.0167,0.0094,0,0,0.002,0.0243,1.5e-4,6.5e-4,0.0167,0.0094,0.002,0.0014,0.0013,0.0016,0.00125,0.00125,1e-4,0,0,openWater,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.23859168622842,47.208837285410524]}"
00000000000000000b6f,179,102,0.0331,1e-4,1e-4,0.0011,0.0395,0.0585,0,0,0.0462,0.0371,0.0179,0.0102,0.0395,0.0585,0.0462,0.0331,1e-4,1e-4,0.0011,1e-4,0.1553,0,0,lightNearShoreSediment,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.49898089224438,46.58665891542322]}"
00000000000000000b70,107,57,0.0261,1e-4,1e-4,5e-4,0.0323,0.0535,0,0,0.0403,0.0348,0.0107,0.0057,0.0323,0.0535,0.0403,0.0261,1e-4,1e-4,5e-4,1e-4,0.0498,0,0,lightNearShoreSediment,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.52782235785807,46.585985591164146]}"
00000000000000000b73,3.5,4.5,0.00365,0.00255,0.0037,0.00255,0.0246,0.02225,0,0,0.00475,0.0289,3.5000000000000005e-4,4.5e-4,0.0246,0.02225,0.00475,0.00365,0.00254999999999999,0.0037,0.00255,0.00215,4.5e-4,0,0,offShoreSediment,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.34975261638976,46.7107289431343]}"
00000000000000000b74,5,6,0.00335,0.00295,0.00345,0.0027,0.02405,0.02505,0,0,0.00405,0.02845,5e-4,6.000000000000001e-4,0.02405,0.02505,0.00405,0.00335,0.00295,0.00345,0.0027,0.0032,9.000000000000001e-4,0,0,offShoreSediment,0,0,2020-06-27,0,0,0,SEN2,0,0,2020-06-27T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.31473529581704,46.6834124900809]}"
